CODE	UZ	RU	EN
11080031	Nurobod MFY	Nurobod MFY	Nurobod MFY
11080010	Quyun MFY	Quyun MFY	Quyun MFY
11080007	Qiziloy MFY	Qiziloy MFY	Qiziloy MFY
11080016	Telov MFY	Telov MFY	Telov MFY
11080017	Toshariq MFY	Toshariq MFY	Toshariq MFY
11080025	Shovgʻoz MFY	Shovgʻoz MFY	Shovgʻoz MFY
11080034	Ovjazsoy MFY	Ovjazsoy MFY	Ovjazsoy MFY
11080014	Sanam MFY	Sanam MFY	Sanam MFY
11080004	Goʻshsoy MFY	Goʻshsoy MFY	Goʻshsoy MFY
11080024	Chuvildoq MFY	Chuvildoq MFY	Chuvildoq MFY
11080008	Qorasuvyoqa MFY	Qorasuvyoqa MFY	Qorasuvyoqa MFY
11080015	Susam MFY	Susam MFY	Susam MFY
11080006	Ilgʻor MFY	Ilgʻor MFY	Ilgʻor MFY
11080023	Chinor MFY	Chinor MFY	Chinor MFY
11080009	Koʻksaroy MFY	Koʻksaroy MFY	Koʻksaroy MFY
11080020	Ungut MFY	Ungut MFY	Ungut MFY
11080021	Oʻzbekiston MFY	Oʻzbekiston MFY	Oʻzbekiston MFY
11080018	Tut MFY	Tut MFY	Tut MFY
11080022	Chetsuv MFY	Chetsuv MFY	Chetsuv MFY
11080028	Yalpoqtepa MFY	Yalpoqtepa MFY	Yalpoqtepa MFY
11080005	Yonariq MFY	Yonariq MFY	Yonariq MFY
11080011	Uvak MFY	Uvak MFY	Uvak MFY
11080001	Alisher MFY	Alisher MFY	Alisher MFY
11180053	Hilol MFY	Hilol MFY	Hilol MFY
11180036	So'fi Olloyor MFY	So'fi Olloyor MFY	So'fi Olloyor MFY
11180052	Yangihayot MFY	Yangihayot MFY	Yangihayot MFY
11180021	Koinot MFY	Koinot MFY	Koinot MFY
11180046	Hamid Olimjon MFY	Hamid Olimjon MFY	Hamid Olimjon MFY
11180044	Furqat MFY	Furqat MFY	Furqat MFY
11180024	M.Ulugʻbek MFY	M.Ulugʻbek MFY	M.Ulugʻbek MFY
11180008	Mahmudxo'ja Behbudiy MFY	Mahmudxo'ja Behbudiy MFY	Mahmudxo'ja Behbudiy MFY
11180033	Oltin MFY	Oltin MFY	Oltin MFY
11180013	Gʻafur Gʻulom MFY	Gʻafur Gʻulom MFY	Gʻafur Gʻulom MFY
11180031	Olmaliqovul MFY	Olmaliqovul MFY	Olmaliqovul MFY
11180045	Hamza MFY	Hamza MFY	Hamza MFY
11180032	Olmaliqsoy MFY	Olmaliqsoy MFY	Olmaliqsoy MFY
11180035	Saxovat MFY	Saxovat MFY	Saxovat MFY
11180018	Qalmoqir MFY	Qalmoqir MFY	Qalmoqir MFY
11180009	Birdamlik MFY	Birdamlik MFY	Birdamlik MFY
11180005	Alisher Navoiy MFY	Alisher Navoiy MFY	Alisher Navoiy MFY
11180027	Mustaqillik MFY	Mustaqillik MFY	Mustaqillik MFY
11180051	Yulduz MFY	Yulduz MFY	Yulduz MFY
11180015	Doʻstlik MFY	Doʻstlik MFY	Doʻstlik MFY
11180042	Oʻzbekiston MFY	Oʻzbekiston MFY	Oʻzbekiston MFY
11180050	Shosh-iloq MFY	Shosh-iloq MFY	Shosh-iloq MFY
11180030	Oydin MFY	Oydin MFY	Oydin MFY
11180012	Boʻston MFY	Boʻston MFY	Boʻston MFY
11180023	Metallurg MFY	Metallurg MFY	Metallurg MFY
11180014	Gultepa MFY	Gultepa MFY	Gultepa MFY
11180037	Temur Malik MFY	Temur Malik MFY	Temur Malik MFY
11180048	Chulpon MFY	Chulpon MFY	Chulpon MFY
11180041	Uvaysiy MFY	Uvaysiy MFY	Uvaysiy MFY
11180020	Kimyogar MFY	Kimyogar MFY	Kimyogar MFY
11180022	Koʻrpasoy MFY	Koʻrpasoy MFY	Koʻrpasoy MFY
11180004	Ibn Sino MFY	Ibn Sino MFY	Ibn Sino MFY
11180011	Bogʻaro MFY	Bogʻaro MFY	Bogʻaro MFY
11180043	Usmon Nosir MFY	Usmon Nosir MFY	Usmon Nosir MFY
11180017	Islom Karimov MFY	Islom Karimov MFY	Islom Karimov MFY
11180038	Terakli MFY	Terakli MFY	Terakli MFY
11180001	Abdulla Avloniy MFY	Abdulla Avloniy MFY	Abdulla Avloniy MFY
11180026	Muso Jalil MFY	Muso Jalil MFY	Muso Jalil MFY
11180040	Toshkent MFY	Toshkent MFY	Toshkent MFY
11180029	Namuna MFY	Namuna MFY	Namuna MFY
11180034	Ramazon MFY	Ramazon MFY	Ramazon MFY
11180016	Zarbuloq MFY	Zarbuloq MFY	Zarbuloq MFY
11180049	Sharof Rashidov MFY	Sharof Rashidov MFY	Sharof Rashidov MFY
11180010	Bobur MFY	Bobur MFY	Bobur MFY
11180007	Xoʻja Axmad Yassaviy MFY	Xoʻja Axmad Yassaviy MFY	Xoʻja Axmad Yassaviy MFY
11180025	Muqimiy MFY	Muqimiy MFY	Muqimiy MFY
11180028	Navruz MFY	Navruz MFY	Navruz MFY
11180039	Tinchlik MFY	Tinchlik MFY	Tinchlik MFY
11180019	Kamalak MFY	Kamalak MFY	Kamalak MFY
11180047	Chambil MFY	Chambil MFY	Chambil MFY
11180003	Abdulla Qodiriy MFY	Abdulla Qodiriy MFY	Abdulla Qodiriy MFY
11180002	Abdulla Qahhor MFY	Abdulla Qahhor MFY	Abdulla Qahhor MFY
11070009	Sulton Segizboyev MFY	Sulton Segizboyev MFY	Sulton Segizboyev MFY
11070004	Guliston MFY	Guliston MFY	Guliston MFY
11070024	Usta Normat MFY	Usta Normat MFY	Usta Normat MFY
11070017	Navbahor MFY	Navbahor MFY	Navbahor MFY
11070019	Sobir Rahimov MFY	Sobir Rahimov MFY	Sobir Rahimov MFY
11070025	Hamid Olimjon MFY	Hamid Olimjon MFY	Hamid Olimjon MFY
11070010	Qahramon MFY	Qahramon MFY	Qahramon MFY
11070011	Qoʻrgʻontepa MFY	Qoʻrgʻontepa MFY	Qoʻrgʻontepa MFY
11070008	Zarbdor MFY	Zarbdor MFY	Zarbdor MFY
11070007	Zarafshon MFY	Zarafshon MFY	Zarafshon MFY
11070018	Navroʻz MFY	Navroʻz MFY	Navroʻz MFY
11070005	Yoshlik MFY	Yoshlik MFY	Yoshlik MFY
11070020	Suvti MFY	Suvti MFY	Suvti MFY
11070028	Xonobod MFY	Xonobod MFY	Xonobod MFY
11070022	Tolovul MFY	Tolovul MFY	Tolovul MFY
11070021	Sultonobod MFY	Sultonobod MFY	Sultonobod MFY
11070014	Qoʻshtepa MFY	Qoʻshtepa MFY	Qoʻshtepa MFY
11070006	Jagʻolboyli MFY	Jagʻolboyli MFY	Jagʻolboyli MFY
11070013	Qushtamgʻali MFY	Qushtamgʻali MFY	Qushtamgʻali MFY
11070012	Qoʻrgʻoncha MFY	Qoʻrgʻoncha MFY	Qoʻrgʻoncha MFY
11070030	Eltamgali MFY	Eltamgali MFY	Eltamgali MFY
11070003	Boyguli MFY	Boyguli MFY	Boyguli MFY
11070026	Xalqobod MFY	Xalqobod MFY	Xalqobod MFY
11070015	Madaniyat MFY	Madaniyat MFY	Madaniyat MFY
11070027	Xamzaobod MFY	Xamzaobod MFY	Xamzaobod MFY
11070016	Mustaqillik MFY	Mustaqillik MFY	Mustaqillik MFY
11070002	Birlik MFY	Birlik MFY	Birlik MFY
11070029	Hosildor MFY	Hosildor MFY	Hosildor MFY
11070023	Tortuvli MFY	Tortuvli MFY	Tortuvli MFY
11120062	Yangiturmush MFY	Yangiturmush MFY	Yangiturmush MFY
11120046	Usmonota MFY	Usmonota MFY	Usmonota MFY
11120016	Darxon MFY	Darxon MFY	Darxon MFY
11120010	Bunyodkor MFY	Bunyodkor MFY	Bunyodkor MFY
11120015	Gulobod MFY	Gulobod MFY	Gulobod MFY
11120020	Yoʻngʻichqoli MFY	Yoʻngʻichqoli MFY	Yoʻngʻichqoli MFY
11120022	Kim Pen Xva MFY	Kim Pen Xva MFY	Kim Pen Xva MFY
11120032	Mustaqillik MFY	Mustaqillik MFY	Mustaqillik MFY
11120040	Saidovul-Baxt MFY	Saidovul-Baxt MFY	Saidovul-Baxt MFY
11120050	Oʻchoqli MFY	Oʻchoqli MFY	Oʻchoqli MFY
11120052	Farovon MFY	Farovon MFY	Farovon MFY
11120057	Sholikor MFY	Sholikor MFY	Sholikor MFY
11120004	Aranshi MFY	Aranshi MFY	Aranshi MFY
11120005	Argʻin-Sada MFY	Argʻin-Sada MFY	Argʻin-Sada MFY
11120017	Doʻstlik MFY	Doʻstlik MFY	Doʻstlik MFY
11120018	Yoriq MFY	Yoriq MFY	Yoriq MFY
11120026	Kuchlik MFY	Kuchlik MFY	Kuchlik MFY
11120024	Qorasuv MFY	Qorasuv MFY	Qorasuv MFY
11120028	Qoʻshdaryo MFY	Qoʻshdaryo MFY	Qoʻshdaryo MFY
11120025	Qundizak MFY	Qundizak MFY	Qundizak MFY
11120039	Rovatak MFY	Rovatak MFY	Rovatak MFY
11120041	Taraqqiyot MFY	Taraqqiyot MFY	Taraqqiyot MFY
11120042	Tinchlik MFY	Tinchlik MFY	Tinchlik MFY
11120045	Uygʻur MFY	Uygʻur MFY	Uygʻur MFY
11120051	Fayzobod MFY	Fayzobod MFY	Fayzobod MFY
11120053	Xalqobod MFY	Xalqobod MFY	Xalqobod MFY
11120054	Changtepa MFY	Changtepa MFY	Changtepa MFY
11120055	Chegara MFY	Chegara MFY	Chegara MFY
11120059	Yangiyoʻl MFY	Yangiyoʻl MFY	Yangiyoʻl MFY
11120003	Adolat MFY	Adolat MFY	Adolat MFY
11120009	Boyovul MFY	Boyovul MFY	Boyovul MFY
11120011	Burgalik MFY	Burgalik MFY	Burgalik MFY
11120021	Qaytmas MFY	Qaytmas MFY	Qaytmas MFY
11120023	Qoraqoʻyli MFY	Qoraqoʻyli MFY	Qoraqoʻyli MFY
11120029	Mayramkoʻl MFY	Mayramkoʻl MFY	Mayramkoʻl MFY
11120031	Mingtepa MFY	Mingtepa MFY	Mingtepa MFY
11120034	Nomdanak MFY	Nomdanak MFY	Nomdanak MFY
11120036	Obod MFY	Obod MFY	Obod MFY
11120038	Oltioʻgʻil MFY	Oltioʻgʻil MFY	Oltioʻgʻil MFY
11120047	Oʻrtaboʻz MFY	Oʻrtaboʻz MFY	Oʻrtaboʻz MFY
11120048	Oʻrtaovul MFY	Oʻrtaovul MFY	Oʻrtaovul MFY
11120056	Chuqurovul MFY	Chuqurovul MFY	Chuqurovul MFY
11120058	Yuqoriovul MFY	Yuqoriovul MFY	Yuqoriovul MFY
11120061	Yangiobod MFY	Yangiobod MFY	Yangiobod MFY
11120007	Beshboy MFY	Beshboy MFY	Beshboy MFY
11120008	Boyqoʻrgʻon MFY	Boyqoʻrgʻon MFY	Boyqoʻrgʻon MFY
11120012	Galabotir MFY	Galabotir MFY	Galabotir MFY
11120014	Guliston MFY	Guliston MFY	Guliston MFY
11120019	Jangʻabay MFY	Jangʻabay MFY	Jangʻabay MFY
11120027	Koʻkmoʻyin MFY	Koʻkmoʻyin MFY	Koʻkmoʻyin MFY
11120030	Mashʼal MFY	Mashʼal MFY	Mashʼal MFY
11120043	Toshloq MFY	Toshloq MFY	Toshloq MFY
11120044	Turkiston MFY	Turkiston MFY	Turkiston MFY
11120049	Oʻrtasaroy MFY	Oʻrtasaroy MFY	Oʻrtasaroy MFY
11120060	Yangilik MFY	Yangilik MFY	Yangilik MFY
11120001	Abdukarim Yo‘lbarisov MFY	Abdukarim Yo‘lbarisov MFY	Abdukarim Yo‘lbarisov MFY
11120037	Oqota MFY	Oqota MFY	Oqota MFY
11090060	Saidota MFY	Saidota MFY	Saidota MFY
11090006	Buloqboshi MFY	Buloqboshi MFY	Buloqboshi MFY
11090029	Navroʻz MFY	Navroʻz MFY	Navroʻz MFY
11090026	Qoʻshshukur MFY	Qoʻshshukur MFY	Qoʻshshukur MFY
11090039	Samarobod MFY	Samarobod MFY	Samarobod MFY
11090014	Istiqlol MFY	Istiqlol MFY	Istiqlol MFY
11090023	Qoʻrgʻon MFY	Qoʻrgʻon MFY	Qoʻrgʻon MFY
11090058	Yangiobod MFY	Yangiobod MFY	Yangiobod MFY
11090043	Tojiboy Rizayev MFY	Tojiboy Rizayev MFY	Tojiboy Rizayev MFY
11090011	Davlatobod MFY	Davlatobod MFY	Davlatobod MFY
11090045	Ulugʻbek MFY	Ulugʻbek MFY	Ulugʻbek MFY
11090049	Chashma MFY	Chashma MFY	Chashma MFY
11090050	Chinor MFY	Chinor MFY	Chinor MFY
11090055	Shampan MFY	Shampan MFY	Shampan MFY
11090057	Yangi Sanganak MFY	Yangi Sanganak MFY	Yangi Sanganak MFY
11090030	Nevich MFY	Nevich MFY	Nevich MFY
11090031	Novdak MFY	Novdak MFY	Novdak MFY
11090016	Qizilsoy MFY	Qizilsoy MFY	Qizilsoy MFY
11090034	Obod MFY	Obod MFY	Obod MFY
11090004	Bozorboshi MFY	Bozorboshi MFY	Bozorboshi MFY
11090052	Chinorli MFY	Chinorli MFY	Chinorli MFY
11090062	Tolbuloq MFY	Tolbuloq MFY	Tolbuloq MFY
11090063	Fayzobod MFY	Fayzobod MFY	Fayzobod MFY
11090009	Gulbogʻ MFY	Gulbogʻ MFY	Gulbogʻ MFY
11090007	Boʻrsiliq MFY	Boʻrsiliq MFY	Boʻrsiliq MFY
11090028	Mozorxoji MFY	Mozorxoji MFY	Mozorxoji MFY
11090042	Surxi MFY	Surxi MFY	Surxi MFY
11090033	Objuvoz MFY	Objuvoz MFY	Objuvoz MFY
11090013	Istiqbol MFY	Istiqbol MFY	Istiqbol MFY
11090048	Hurriyat MFY	Hurriyat MFY	Hurriyat MFY
11090053	Chatqol MFY	Chatqol MFY	Chatqol MFY
11090005	Boyqozon MFY	Boyqozon MFY	Boyqozon MFY
11090059	Yashnobod MFY	Yashnobod MFY	Yashnobod MFY
11090015	Qayilma MFY	Qayilma MFY	Qayilma MFY
11090002	Bogʻbon MFY	Bogʻbon MFY	Bogʻbon MFY
11090046	Oʻchoq MFY	Oʻchoq MFY	Oʻchoq MFY
11090047	Xoʻja MFY	Xoʻja MFY	Xoʻja MFY
11090020	Qoʻlichi MFY	Qoʻlichi MFY	Qoʻlichi MFY
11090019	Quyosh MFY	Quyosh MFY	Quyosh MFY
11090051	Chinorbuloq MFY	Chinorbuloq MFY	Chinorbuloq MFY
11090018	Kichikqoʻrgʻon MFY	Kichikqoʻrgʻon MFY	Kichikqoʻrgʻon MFY
11090021	Kumushkon MFY	Kumushkon MFY	Kumushkon MFY
11090044	Teman MFY	Teman MFY	Teman MFY
11090022	Kungay MFY	Kungay MFY	Kungay MFY
11090037	Olmazor MFY	Olmazor MFY	Olmazor MFY
11090032	Nurobod MFY	Nurobod MFY	Nurobod MFY
11090008	Boʻston MFY	Boʻston MFY	Boʻston MFY
11090017	Qirgʻizovul MFY	Qirgʻizovul MFY	Qirgʻizovul MFY
11090061	Oydin MFY	Oydin MFY	Oydin MFY
11090054	Choʻqqayma MFY	Choʻqqayma MFY	Choʻqqayma MFY
11090001	Beshkappa MFY	Beshkappa MFY	Beshkappa MFY
11090003	Bodomtepa MFY	Bodomtepa MFY	Bodomtepa MFY
11090035	Oybek MFY	Oybek MFY	Oybek MFY
11090025	Quruqsoy MFY	Quruqsoy MFY	Quruqsoy MFY
11090027	Markaziy MFY	Markaziy MFY	Markaziy MFY
11090010	Guliston MFY	Guliston MFY	Guliston MFY
11090024	Qoʻrgʻontepa MFY	Qoʻrgʻontepa MFY	Qoʻrgʻontepa MFY
11090012	Yoshlik MFY	Yoshlik MFY	Yoshlik MFY
11090040	Samsarak MFY	Samsarak MFY	Samsarak MFY
11090056	Yangi Navbahor MFY	Yangi Navbahor MFY	Yangi Navbahor MFY
11090036	Oqtepa MFY	Oqtepa MFY	Oqtepa MFY
11090041	Soy MFY	Soy MFY	Soy MFY
11100031	Istiqlol MFY	Istiqlol MFY	Istiqlol MFY
11100014	Mingtepa MFY	Mingtepa MFY	Mingtepa MFY
11100027	Taraqqiyot MFY	Taraqqiyot MFY	Taraqqiyot MFY
11100002	Bekobod MFY	Bekobod MFY	Bekobod MFY
11100013	Maylobod MFY	Maylobod MFY	Maylobod MFY
11100025	Saidobod MFY	Saidobod MFY	Saidobod MFY
11100029	Chimqorgʻon MFY	Chimqorgʻon MFY	Chimqorgʻon MFY
11100016	Murotali MFY	Murotali MFY	Murotali MFY
11100026	Suvti MFY	Suvti MFY	Suvti MFY
11100028	Fayzobod MFY	Fayzobod MFY	Fayzobod MFY
11100001	Ahil MFY	Ahil MFY	Ahil MFY
11100006	Doʻngqoʻrgʻon MFY	Doʻngqoʻrgʻon MFY	Doʻngqoʻrgʻon MFY
11100018	Moʻminobod MFY	Moʻminobod MFY	Moʻminobod MFY
11100003	Birlik MFY	Birlik MFY	Birlik MFY
11100030	Yangiobod MFY	Yangiobod MFY	Yangiobod MFY
11100011	Koʻlota MFY	Koʻlota MFY	Koʻlota MFY
11100005	Guliston MFY	Guliston MFY	Guliston MFY
11100009	Kelovchi MFY	Kelovchi MFY	Kelovchi MFY
16120073	Soxil MFY	Soxil MFY	Soxil MFY
11100019	Navoiy MFY	Navoiy MFY	Navoiy MFY
11100012	Lolaariq MFY	Lolaariq MFY	Lolaariq MFY
11100004	Gʻayrat MFY	Gʻayrat MFY	Gʻayrat MFY
11100007	Doʻstlik MFY	Doʻstlik MFY	Doʻstlik MFY
11100022	Oqtepa MFY	Oqtepa MFY	Oqtepa MFY
11100015	Mitan MFY	Mitan MFY	Mitan MFY
11100021	Oybek MFY	Oybek MFY	Oybek MFY
11100010	Kultepa MFY	Kultepa MFY	Kultepa MFY
11100017	Mustaqillik MFY	Mustaqillik MFY	Mustaqillik MFY
11100023	Oqtom MFY	Oqtom MFY	Oqtom MFY
11100008	Zominovul MFY	Zominovul MFY	Zominovul MFY
11050089	GES Qodiriya MFY	GES Qodiriya MFY	GES Qodiriya MFY
11050002	Alisher Navoiy MFY	Alisher Navoiy MFY	Alisher Navoiy MFY
11050054	Oqoltin MFY	Oqoltin MFY	Oqoltin MFY
11050090	Yuqoriqyuz MFY	Yuqoriqyuz MFY	Yuqoriqyuz MFY
11050070	Fayzobod MFY	Fayzobod MFY	Fayzobod MFY
11050001	Abdurahmon Jomiy MFY	Abdurahmon Jomiy MFY	Abdurahmon Jomiy MFY
11050073	Xaydarobod MFY	Xaydarobod MFY	Xaydarobod MFY
11050026	Yonariq MFY	Yonariq MFY	Yonariq MFY
11050061	Taraqqiy MFY	Taraqqiy MFY	Taraqqiy MFY
11050040	Madaniyat MFY	Madaniyat MFY	Madaniyat MFY
11050039	Qurilish MFY	Qurilish MFY	Qurilish MFY
11050031	Ziyokor MFY	Ziyokor MFY	Ziyokor MFY
11050088	Yangihayot MFY	Yangihayot MFY	Yangihayot MFY
11050079	Shalola MFY	Shalola MFY	Shalola MFY
11050041	May MFY	May MFY	May MFY
11050083	Yangi avlod MFY	Yangi avlod MFY	Yangi avlod MFY
11050058	Poʻlat Qadam MFY	Poʻlat Qadam MFY	Poʻlat Qadam MFY
11050075	Xoʻjaqoʻrgʻon MFY	Xoʻjaqoʻrgʻon MFY	Xoʻjaqoʻrgʻon MFY
11050080	Sharq MFY	Sharq MFY	Sharq MFY
11050065	Turkiston MFY	Turkiston MFY	Turkiston MFY
11050033	Ilgʻor MFY	Ilgʻor MFY	Ilgʻor MFY
11050024	Doʻrmon MFY	Doʻrmon MFY	Doʻrmon MFY
11050050	Nurafshon MFY	Nurafshon MFY	Nurafshon MFY
11050084	Yangi Argʻin MFY	Yangi Argʻin MFY	Yangi Argʻin MFY
11050011	Birlik MFY	Birlik MFY	Birlik MFY
11050055	Olmazor MFY	Olmazor MFY	Olmazor MFY
11050074	Xosildor MFY	Xosildor MFY	Xosildor MFY
11050081	Shodlik MFY	Shodlik MFY	Shodlik MFY
11050036	Iftixor MFY	Iftixor MFY	Iftixor MFY
11050030	Zebiniso MFY	Zebiniso MFY	Zebiniso MFY
11050010	Beruniy MFY	Beruniy MFY	Beruniy MFY
11050087	Yangi Obod MFY	Yangi Obod MFY	Yangi Obod MFY
11050018	G'afur G'ulom MFY	G'afur G'ulom MFY	G'afur G'ulom MFY
11050044	Mehnat MFY	Mehnat MFY	Mehnat MFY
11050059	Sohibkor MFY	Sohibkor MFY	Sohibkor MFY
11050037	Qipchoq MFY	Qipchoq MFY	Qipchoq MFY
11050029	Bobur MFY	Bobur MFY	Bobur MFY
11050013	Boyjigit MFY	Boyjigit MFY	Boyjigit MFY
11050053	Oybek MFY	Oybek MFY	Oybek MFY
11050015	Bunyodkor MFY	Bunyodkor MFY	Bunyodkor MFY
11050049	Navroʻz MFY	Navroʻz MFY	Navroʻz MFY
11050063	Tinchlik MFY	Tinchlik MFY	Tinchlik MFY
11050072	Fidokor MFY	Fidokor MFY	Fidokor MFY
11050071	Farovon MFY	Farovon MFY	Farovon MFY
11050042	Maʼrifat MFY	Maʼrifat MFY	Maʼrifat MFY
11050086	Yangiyoʻl MFY	Yangiyoʻl MFY	Yangiyoʻl MFY
11050085	Yangi Oʻnqoʻrgʻon MFY	Yangi Oʻnqoʻrgʻon MFY	Yangi Oʻnqoʻrgʻon MFY
11050068	Oʻnqoʻrgʻon MFY	Oʻnqoʻrgʻon MFY	Oʻnqoʻrgʻon MFY
11050052	Obod MFY	Obod MFY	Obod MFY
11050022	Guliston MFY	Guliston MFY	Guliston MFY
11050056	Parvoz MFY	Parvoz MFY	Parvoz MFY
11050047	Mustaqillik MFY	Mustaqillik MFY	Mustaqillik MFY
11050016	Boʻston MFY	Boʻston MFY	Boʻston MFY
11050035	Istiqlol MFY	Istiqlol MFY	Istiqlol MFY
11050069	Oʻtkir MFY	Oʻtkir MFY	Oʻtkir MFY
11050077	Chinobod MFY	Chinobod MFY	Chinobod MFY
11050067	Oʻymovut MFY	Oʻymovut MFY	Oʻymovut MFY
11050007	Baytqoʻrgʻon MFY	Baytqoʻrgʻon MFY	Baytqoʻrgʻon MFY
11050048	Navbahor MFY	Navbahor MFY	Navbahor MFY
11050034	Istiqbol MFY	Istiqbol MFY	Istiqbol MFY
11050038	Koʻprikboshi MFY	Koʻprikboshi MFY	Koʻprikboshi MFY
11050066	Uzumzor MFY	Uzumzor MFY	Uzumzor MFY
11050027	Yoshlik MFY	Yoshlik MFY	Yoshlik MFY
11050014	Botanika MFY	Botanika MFY	Botanika MFY
11050006	Ahillik MFY	Ahillik MFY	Ahillik MFY
11050023	Darxon MFY	Darxon MFY	Darxon MFY
11050045	Mirzo Ulugʻbek MFY	Mirzo Ulugʻbek MFY	Mirzo Ulugʻbek MFY
11050051	Nurobod MFY	Nurobod MFY	Nurobod MFY
11060001	Abay MFY	Abay MFY	Abay MFY
11060029	Toʻqboy MFY	Toʻqboy MFY	Toʻqboy MFY
11060002	Baliqchi MFY	Baliqchi MFY	Baliqchi MFY
11060009	Gul MFY	Gul MFY	Gul MFY
11060037	Yulduz MFY	Yulduz MFY	Yulduz MFY
11060031	Oʻjakent MFY	Oʻjakent MFY	Oʻjakent MFY
11060025	Paxtachi MFY	Paxtachi MFY	Paxtachi MFY
11060010	Doʻstlik-1 MFY	Doʻstlik-1 MFY	Doʻstlik-1 MFY
11060012	Jumagul MFY	Jumagul MFY	Jumagul MFY
11060013	Ibrat MFY	Ibrat MFY	Ibrat MFY
11060021	Mirobod MFY	Mirobod MFY	Mirobod MFY
11060022	Navqiron MFY	Navqiron MFY	Navqiron MFY
11060018	Mashrab MFY	Mashrab MFY	Mashrab MFY
11060036	Shodlik MFY	Shodlik MFY	Shodlik MFY
11060011	Doʻstlik MFY	Doʻstlik MFY	Doʻstlik MFY
11060024	Paxtazor MFY	Paxtazor MFY	Paxtazor MFY
11060028	Tinchlik MFY	Tinchlik MFY	Tinchlik MFY
11060014	Yilqichi MFY	Yilqichi MFY	Yilqichi MFY
11060017	Madaniyat MFY	Madaniyat MFY	Madaniyat MFY
11060019	Mevazor MFY	Mevazor MFY	Mevazor MFY
11060020	Ming Chinor MFY	Ming Chinor MFY	Ming Chinor MFY
11060008	Galabotir MFY	Galabotir MFY	Galabotir MFY
11060034	Chaqmoq MFY	Chaqmoq MFY	Chaqmoq MFY
11060033	Xoʻja MFY	Xoʻja MFY	Xoʻja MFY
11060023	Oydinobod MFY	Oydinobod MFY	Oydinobod MFY
11060006	Bogʻiston MFY	Bogʻiston MFY	Bogʻiston MFY
11060007	Vatan MFY	Vatan MFY	Vatan MFY
11060030	Uchchinor MFY	Uchchinor MFY	Uchchinor MFY
11060035	Chinobod MFY	Chinobod MFY	Chinobod MFY
11060003	Beruniy MFY	Beruniy MFY	Beruniy MFY
11060016	Koʻksaroy MFY	Koʻksaroy MFY	Koʻksaroy MFY
11060032	Xoʻjapiskan MFY	Xoʻjapiskan MFY	Xoʻjapiskan MFY
11060004	Beshkent MFY	Beshkent MFY	Beshkent MFY
11060027	Surum MFY	Surum MFY	Surum MFY
11060026	Sergeli MFY	Sergeli MFY	Sergeli MFY
11060015	Ko'shek MFY	Ko'shek MFY	Ko'shek MFY
11060005	Birlik MFY	Birlik MFY	Birlik MFY
11110071	O'rikzor MFY	O'rikzor MFY	O'rikzor MFY
11110070	Yangihayot MFY	Yangihayot MFY	Yangihayot MFY
11110014	Darhon MFY	Darhon MFY	Darhon MFY
11110049	Sag'bon MFY	Sag'bon MFY	Sag'bon MFY
11110003	Alisher Navoiy MFY	Alisher Navoiy MFY	Alisher Navoiy MFY
11110001	Avliyoota MFY	Avliyoota MFY	Avliyoota MFY
11110061	Hasanboy guzari MFY	Hasanboy guzari MFY	Hasanboy guzari MFY
11110062	Hasanboy MFY	Hasanboy MFY	Hasanboy MFY
11110004	Ahillik MFY	Ahillik MFY	Ahillik MFY
11110033	Ko'hinur MFY	Ko'hinur MFY	Ko'hinur MFY
11110046	Oltintepa MFY	Oltintepa MFY	Oltintepa MFY
11110042	Oydinhayot MFY	Oydinhayot MFY	Oydinhayot MFY
11110034	Qushqoʻndi MFY	Qushqoʻndi MFY	Qushqoʻndi MFY
11110029	Qoraboʻrik MFY	Qoraboʻrik MFY	Qoraboʻrik MFY
11110047	Rahbarobod MFY	Rahbarobod MFY	Rahbarobod MFY
11110056	Uchsada MFY	Uchsada MFY	Uchsada MFY
11110064	Huvaydo MFY	Huvaydo MFY	Huvaydo MFY
11110018	Zaxariq MFY	Zaxariq MFY	Zaxariq MFY
11110057	Uchchinor MFY	Uchchinor MFY	Uchchinor MFY
11110037	Maʼrifat MFY	Maʼrifat MFY	Maʼrifat MFY
11110060	Halimkop MFY	Halimkop MFY	Halimkop MFY
11110023	Kalas MFY	Kalas MFY	Kalas MFY
11110013	Gulobod MFY	Gulobod MFY	Gulobod MFY
11110059	Farovon MFY	Farovon MFY	Farovon MFY
11110012	Gultepa MFY	Gultepa MFY	Gultepa MFY
11110021	Istiqbol MFY	Istiqbol MFY	Istiqbol MFY
11110068	Shirin MFY	Shirin MFY	Shirin MFY
11110066	Chuvalachi MFY	Chuvalachi MFY	Chuvalachi MFY
11110036	Majnuntol MFY	Majnuntol MFY	Majnuntol MFY
11110017	Zargar MFY	Zargar MFY	Zargar MFY
11110063	Xiyobon MFY	Xiyobon MFY	Xiyobon MFY
11110009	Bogʻizilol MFY	Bogʻizilol MFY	Bogʻizilol MFY
11110010	Bunyodkor MFY	Bunyodkor MFY	Bunyodkor MFY
11110027	Qizgʻaldoq MFY	Qizgʻaldoq MFY	Qizgʻaldoq MFY
11110069	Eʼzoz MFY	Eʼzoz MFY	Eʼzoz MFY
11110039	Nurhayot MFY	Nurhayot MFY	Nurhayot MFY
11110053	Sohibkor MFY	Sohibkor MFY	Sohibkor MFY
11110058	Fayzobod MFY	Fayzobod MFY	Fayzobod MFY
